"ALTITUDE","MEAN_ANNUAL_AIR_TEMP","MEAN_MONTHLY_MAX_TEMP","MEAN_MONTHLY_MIN_TEMP","MEAN_ANNUAL_WIND_SPEED","MEAN_CLOUD_COVER","MEAN_ANNUAL_SUNSHINE","MEAN_ANNUAL_RAINFALL","MAX_MONTHLY_WIND_SPEED","MAX_AIR_TEMP","MAX_WIND_SPEED","MAX_RAINFALL","MIN_AIR_TEMP","MEAN_RANGE_AIR_TEMP"
576.535782006104,7.00853095178027,11.347618044354,3.17817418514751,1.52182581485249,66.08730325941,1166.77576167679,1090.00598122482,2.52182581485249,30.656348370295,24.7037514033052,45.043651629705,-16.5390870925738,8.16944385920651
445.190554704051,8.31784191250335,13.0334207897773,4.04673663182184,1,64.5778943863697,1208.89502040372,1065.55788772739,2,32.0756313511403,22.0365893237826,45.7336831591092,-15.9620531397639,9.01557887727395
583.108657890465,7.26544542927295,12.2181932134088,2.91452950122766,1.16361357318237,66.6544542927295,1078.50647752123,770.272271463647,2,31.8490840719547,28.4639094593459,38.4908407195471,-17.6672772853635,9.38730235486291
585.601027573459,7.46465684417635,11.8947402090766,3.47293136883527,2,68.5112252859399,1120.99626795977,788.759461025707,2.13534315582365,32.2353431558236,9.43884803256509,40.7293136883527,-17.3781911597587,8.43534315582365
586.538315939251,7.33764875661582,12.1279390542302,3.04088532407768,1.34412189153954,67.3764875661582,1083.57683268118,773.882437830791,2,31.9032365674619,23.9516696412097,39.0323656746186,-17.6311756216921,9.15264154099859
128.004422523547,8.9784185372293,13.4601627443451,4.64937201295979,2,69.5269768284634,1109.52003327125,726.593490226194,2.23651158576831,32.4601627443451,20.1832830095893,34,-13.9303024983499,8.73444188996218
63.9958756996784,10.0728022600058,14.2364011300029,5.97280226000585,1.78800376667641,68.8479849332944,1119.01948463392,701.479849332944,2.78800376667641,33.1728022600058,18.0955698710482,34,-11.2451920899795,8.24239924666472
45.4773072332609,9.79804560116026,13.7372638416244,5.85882736069616,2,67.7320304007735,1117.11072118749,694.875787194585,3,32.4960912023205,16.4728251865407,34,-11.3091422385303,7.87843648092821
560.479004288092,6.89781493567862,10.3427449499723,3.88548989994451,2.7753499285318,71.5506998570636,1464.26049785595,1137.53055907646,3,28.9101399714127,26.3224650071468,45.4711507861502,-13.5514852072578,6.43479004288092
573.507761795074,6.70238357307389,10.1907427790575,3.58148555811495,2.5582039700821,71.1164079401642,1457.74611910246,1165.10809579957,3,28.8232815880328,26.3441796029918,47.8597563290969,-14.1812084867619,6.56507761795074
603.584794334602,6.2,9.73790535153821,2.81552366211545,2.15523662115447,69.8447633788455,1423.76873505185,1248.72940293467,3,28.5379053515382,23.7038165331825,53.3790535153821,-15.8465709863463,6.82238168942276
74.1942036673427,8.7660507510649,12.8959058427485,4.72985509168357,2.78731886460446,67.7873188646045,1519.76485476014,738.235145239858,3,31.8108333885903,45.2766872102368,32.4253622707911,-15.5574637729209,8.1660507510649
79.099978758255,8.8479983006604,13.1479983006604,4.7479983006604,2.619995751651,68.380004248349,1513.19995751651,752.780131698819,3,32.3380004248349,42.0963212499129,33.140012745047,-15.2579961764859,8.4
74.167197792558,9.07192423376255,13.3,5.07981058440637,2.64037883118726,67.2807576623745,1510.52681896137,740.640378831187,3,32.2280757662375,42.4422066233473,32.3596211688127,-14.5211364935618,8.22018941559363
244.729700404219,8.6,12.7293848910369,4.7274868119508,2,68.431282970123,1440.48822534271,933.151846326888,2,31.9568717029877,26.4349836682389,40.137434059754,-14.2331810492091,8.00189807908609
230.144150979584,8.84288301959168,13.1428830195917,4.80912384311669,2,67.6751835294999,1455.649632941,962.571169804083,2,32.2091238431167,35.9355254053215,40.3248164705001,-14.603832588275,8.333759176475
222.389805876417,9.12677670517005,13.7779611752834,4.76338835258503,2,64.6101941235829,1387.29736775172,1036.99281637324,2,32.42677670517,20.1275155704613,39,-13.7952621195465,9.01457282269839
328,8.8,12.7817037820816,5.047870272398,2,69,1288.7239167573,791.295740544796,2,31.1225556731224,22.9944241920083,36.647870272398,-12.0620281010866,7.73383350968361
328,8.8,13.1840854823589,4.54489314705133,2,69,1229.45046851404,790.289786294103,2,31.7261282235384,25.9356690794253,36.1448931470513,-13.7218526147306,8.6391923353076
349.549704268575,8.63918131142855,13.074853836,4.30350878685713,2,69,1175.31709919002,783.567252457142,2,31.8356725245714,29.952773075798,35.6783626228571,-14.7146198034286,8.77134504914284
414.763617843622,7.87858906730544,12.7326732197776,3.23267321977764,2,67.5408415247221,860.832446123072,717.766087266384,2.45915847527795,31.9112622870831,10.7774329449619,35,-18.3478961881949,9.5
379.617683482822,8.21413650489412,13.0717269902118,3.71309203915298,2,67.8586349510588,803.86884751386,728.465873776469,2.14136504894122,32.6282730097882,13.5123871194264,36.1309203915298,-17.0303619412705,9.33036194127053
367.174167763907,8.2,13.120519307605,3.57948069239501,2,67.3844207718503,830.407006675165,726.870173098752,2.20519307604991,32.497403461975,12.7725461575634,34.7948069239501,-16.8306524631102,9.52051930760499
53.6711995406076,8.91950118727982,13.3743764840998,4.76462589045987,2.54875296819955,67.3537410954013,1694.14513060078,531.476187667809,3,33.7292517809197,26.1852612791583,34.7074821908027,-15.9866211413406,8.56462589045987
50.9835725575686,8.66393740121275,13.1639374012128,4.52623205818236,2.37705343030393,67.2458931393921,1702.16401517577,527.606519127265,3,33.3770534303039,28.4606519127265,35.1147328484803,-15.8360625987872,8.57541068606079
53.2840546250809,8.94929542155005,13.4995302810334,4.77441285129171,2.49765140516683,64.4929542155005,1709.73003694392,530.288751814747,2.74882570258342,33.6734734133584,28.1628341291602,33.2558714870829,-15.6511742974166,8.7
61.0096607133746,9.11917265621014,13.756551897293,4.93482784593944,2,66,950.718841225063,539.936022810573,3.84344810270704,34,46.3286386969226,51.9534365422327,-9.71310379458591,8.90606886162423
57.854964307975,8.90883316337131,13.6618321435992,4.77949847034179,2,65.8233367325738,966.606519874006,536.619997316725,3.9116683662869,34.0971647970844,45.7383501176289,53.1405620135792,-9.85049133193679,8.97350050988607
220.388870030642,8.98934177719057,13.6893417771906,4.87868355438113,2,65.1065822280943,976.364952043492,593.240893900084,2.21316445618868,33.7319746684283,47.1376423357764,37.162101834956,-14.2244559682906,9
13.3456743182614,8.35514418939129,12.313990674261,4.72716284086928,3.1269749922217,69.037324888173,635.634657452751,561.802417500876,4.8933327936495,31.2308651363477,29.2947212970662,35,-12.9868278333917,7.58682783339173
10.4032601979561,8.49580438812263,12.1437065821839,5.35209780593868,2.84032601979561,63.3193479604088,590.551750002086,568.076965386979,3.84032601979561,31.6277391841635,34.8042294110896,34.5209780593868,-12.255478368327,6.79160877624527
25.1509424664546,8.41445158512797,12.1734190215357,5.34219365948811,2.85548414872028,63,578.26735349237,540.207754989853,3.85548414872028,31.6156126810238,33.5503615832939,35,-12.505805479479,6.83122536204755
283.182861573063,8.30817138426937,12.5094169833697,4.76856006202288,2.76731446292251,67,1478.15097169438,541.504013181875,3.76731446292251,32.1710512602236,33.0994521905668,45.4007208105759,-15.7163427685387,7.77922264449298
278.206168744713,8.35793831255287,11.9816497578984,4.93154626558535,3.10515421861783,68.7896915627643,1474.18350242102,542.684979446073,4.10515421861783,31.402680601622,35.6707203667844,52.2100189616555,-15.6369074688293,7.10536120324396
309.545862782747,8.04454137217254,11.4723797297804,5.1665939708706,3.88864656956866,67.2227068608627,1479.2762027022,529.700657195142,4.88864656956866,31.0501090436941,38.0603720371844,62.2841253404445,-15.1668120582588,6.4002180873882
13.9898069081828,8.36632689693943,12.0128576557152,4.99306151755154,2.26734620612115,66.2673462061211,1580.05919173267,811.444921404123,3.26734620612115,30.5930615175515,28.4407868218949,35,-12.6208154473454,7.01979613816366
10.2181964477059,8.67958008197602,11.9006998633733,5.57888021860272,2.5986002732534,67.7958008197602,1605.14821011038,812.816796720959,3.5986002732534,30.2809798087226,31.5630900394936,34.4013997267466,-11.7013997267466,6.26195961744525
23.4773972751573,8.37828006055206,12.260859969724,4.55226027248427,2,66,1581.17420090828,791.395814229734,2.3914003027603,30.8825799091719,42.5809080770712,35,-14.0040791522712,7.64773972751573
421.060901302844,8.34847746742889,12.8484774674289,4.09695493485779,2,66.7576126628555,1059.29159700796,769.398294216953,2.24238733714446,32.6484774674289,38.0490029753337,37.5152253257111,-17.36370279314,8.75152253257111
413.831337839365,8.3,12.7345095559955,4.03274522200227,2,67.6549044400454,1087.63591665776,788.831337839365,2,32.3052930019796,41.684190927608,37.017643339932,-17.1450955599546,8.7017643339932
423.328801004682,8.296464505326,12.7975251537282,3.9971716042608,2,66.992929010652,1082.99222993679,797.886864170432,2,32.5950503074564,44.0326553062008,37.992929010652,-17.7957574063912,8.8003535494674
506.787007358391,7.01475067064166,11.1327821721323,3.43770341840573,2,68.6065616616979,1684.37690350227,740.819554303307,3,31.2934383383021,9.92879400610238,37.5901575074531,-16.4786876676604,7.71475067064166
521.455780668184,6.81147679574788,10.8337721548975,3.36688607744873,2,68.2196624297649,1676.01645580865,737.245991723612,3,31.0003291161731,9.17709934995717,37.1114767957479,-16.2996708838269,7.45573839787394
503.708022319013,7.1011783208698,11.251620191196,3.47551551538054,2,68.4985270989127,1688.05007863697,743.790504779899,3,31.4014729010873,11.1440071442575,37.7522093516309,-16.5002945802174,7.8011783208698
12.4163751285523,8.44583624871448,12.3,4.85626311921515,2.72918124357238,66,1562.49965015426,781.020993679296,3.45836248714477,30.7812456269283,35.9020948968918,34.2708187564276,-13.2041287667118,7.34373688078485
26.4258102669846,8.3,12.3,4.42967589320615,2,66,1574.25810266985,776.445138398092,2.57418973301537,31.3445138398092,30.3605779256832,35.5741897330154,-14.35355334708,7.82774308009539
26.4223648509942,8.3,12.3,4.43105405960232,2,66,1574.22364850994,776.465810894035,2.5776351490058,31.3465810894035,30.2335855252845,35.5776351490058,-14.3490743062925,7.82670945529826
447.504939494887,8.0365060269367,12.6155542188557,3.78920482154936,2,66.4730120538734,1082.42091135324,789.568192861974,2,32.2311084377114,36.0665348070892,37.4730120538734,-17.483807232324,8.82634939730633
566.829511767952,7.48372112687211,11.9162788731279,3.38372112687212,2,68.0620187812019,1093.78383942085,778.860478881048,2,31.7511633806163,9.85903405673011,39.0620187812019,-17.1511633806163,8.53255774625577
576.877591073513,7.20487876394764,12.2902424721047,2.81951505579054,1.04878763947636,65.9512123605236,1074.24690839076,766.951212360524,2,31.7707274163142,31.6240956468932,37.9024247210473,-17.646333596576,9.56584865236655
754.657605086686,5.60684789826628,9.54666800813284,2.56702778839972,2.8252248626668,70.6017989013344,1564.76574038668,1549.24066873508,3.6504497253336,28.2291904943995,18.6862008699114,46.1945627421797,-15.6300899450667,6.97964021973312
738.64763346035,5.66587448948994,10.2929218202829,1.85176954492927,2.12942386232316,67.2118312427774,1592.67037047818,1640.75887072141,3.12942386232316,29.3411522753537,12.3547846260221,54.1546680757273,-18.0940843786113,8.39762346846983
799.82391288178,5.86245818776078,11.3398662008345,1.43754181223921,1.47508362447843,66.6627926856745,1596.06145469402,1700.63527622935,1.71262543671764,30.0398662008345,21.6483472580201,59.1262328589392,-20.1985033077886,9.9023243885953
492.808894064277,6.75980235412717,12.3401976458728,3.33995058853179,2,61.3970353119075,1272.44784234146,797.203458802775,2.80024705734104,32.7604199974798,22.5237753834951,39.9987647132948,-16.8397035311908,9.08027176307514
498.213478928432,6.63970046825707,12.4602995317429,3.30992511706427,2,59.595507023856,1249.83210550794,799.305241805501,2.95037441467866,33.0156365049537,21.7280295524358,39.2481279266067,-16.6595507023856,9.24541185614653
482.757853077725,6.98315882049501,12.116841179505,3.39578970512375,2,64.7473823074251,1314.50689101372,793.294720641337,2.52105147438124,32.2857875064481,24.0036437108301,41.3947426280938,-17.1747382307425,8.77315662181936
14.1606980990618,8.7837256861385,12.802354116831,4.66509725544602,2.83725686138496,69.162743138615,1317.72159605939,749.696009851526,3,31.569805489108,38.6247996146206,34.4882294158451,-14.3488229415845,8.16980548910797
20.8225939392578,8.8,12.9921506262617,4.69215062626172,2.07849373738281,73.6075313130859,1319.07849373738,744,3,31.8843012525234,24.7294624350049,35.8430125252344,-13.1941924848594,8.3
10.9610272573773,8.78722249271814,12.8872224927181,4.56166747815441,3,68.8722249271814,1315.14454723289,738.250121723162,3,31.7255550145637,37.8659604207589,33.8722249271814,-14.5427726383554,8.32555501456373
246.460039131343,8.4,12.5035421863198,4.70177109315991,1.16850298441844,67.3889927517083,696.543896608947,698.601726584136,2.0098854177374,31.8982289068401,46.7391081478219,36.6548593789339,-14.4716625094414,7.80177109315991
265.951693416573,8.4,12.1693995414302,4.53469977071509,1.45509903183775,71.4522791220716,738.095869795389,704.72767507378,2.02669889828438,32.0653002292849,50.9349261227541,37.7686681952327,-17.1448036685586,7.63469977071509
240.204447936267,8.4,12.6107808925211,4.75539044626057,1.07652373604142,66.0849342008247,683.208334947558,696.635683637112,2.0044893513323,31.8446095537394,45.3925153139843,36.2973970249295,-13.6137528598309,7.85539044626057
288.755972370505,8.31028122007847,13.2051406100392,3.7154218301177,1.98971877992153,62.9897187799215,86.0480400831004,698.041124880314,2,33.3938312679529,47.8100185812401,35.9897187799215,-17.6722407057881,9.49074690192938
330.757186138537,8.07357118811924,12.5854075106094,3.86173486562911,2.32346973125823,62.3530605374835,123.599146634237,726.141866619466,2.32346973125823,32.7854075106094,40.2233358088266,38.2642881188076,-17.8293878925033,8.75601961810607
279.212691020221,8.3,13.0921269102022,3.80787308979779,1.73031727550551,64.6180963469669,92.0167902733412,707.978260806296,2,32.8876028234605,41.65715749931,35.460634551011,-17.3224441857077,9.31122209285386
666.367585341213,6.56465854814742,12.2213273512665,1.62532222378068,1,61.3466495750472,1603.4671366862,1712.35405545426,2,31.695328633138,7.47376200961532,68,-20.9226803399622,10.504671366862
600.125298765488,7.15005549928173,12.652672473155,2.42639173585922,1,62.5790642090142,1569.57573425211,1660.28453716915,2,32.0342426574789,12.9747697752985,68,-19.9367486327887,10.1657573425211
536.047052465146,8.17991445006337,13.1397433501901,4.12008554993663,1.40028516645543,64.5997148335446,1504.60114066582,1507.16378386016,2,32.0995722503169,24.3428835295186,64.3974335019011,-16.9192300505703,9.01965780025348
5.73409020528197,7.8898864692077,8.50723535288125,6.5301047900878,2.60549248289317,60.632954897359,843.914711978592,563.255876080133,3.21098496578634,25.9494323460385,40.2141969983542,34.6054924828932,-13.5615526197478,6.27066277908161
12.589442002587,6.86158369961195,3.5942332314793,6.86331544258801,2.03421316645108,57.2052789987065,775.097337292434,515.83969281544,2.06842633290216,20.8079184980597,35.4890488118846,34.0342131664511,-17.5605078348424,7.24183761703316
3.15536378789693,8.63428987844381,11.973478310951,6.26081156749278,2.95101445936598,63.1469566219021,885.256570559144,596.48985540634,3.95101445936598,29.6910436084727,42.1459440497183,35.048985540634,-10.9518551759655,5.71266674345825
648.881582212169,6.31083794154692,9.67094853867311,3.19407911060844,2.78324116906151,70.3497235071845,1578.35976187955,1029.24134409172,3.78324116906151,27.9468141295016,31.9365136556057,40.433517661877,-15.2719523759093,6.81184177878313
621.409338900819,7.13622338203713,10.8401624912862,3.72519798190333,2.07086290884763,69.6062943632714,1548.51959290216,1006.77157272119,3.07086290884763,29.4582741823047,18.3839008411087,44.6456854557618,-15.4362233820371,7.37559394570999
609.335463536903,7.45582596519962,11.3905891622882,3.84948787535541,1.71574892755598,69.073623391334,1538.39884443535,997.893723188899,2.71574892755598,30.168502144888,14.0164425122993,46.4212553622201,-15.7558259651996,7.74846362606622
294.828916811384,9.93153184575494,14.1315318457549,6.16846815424506,2,65.3153184575494,1670.2612738302,654.531496966956,2.31531845754944,33.2630636915099,25.2513598353835,40.0540446273517,-11.7153184575494,7.96306369150989
285.384922959842,9.65396918393671,13.9616076659644,5.87708455391694,2,65.4613077801187,1674.99700114154,655.078384059248,2.15376926003955,33.1231153699802,27.9963081526977,39.616076659644,-12.2764847822255,8.08452311204746
273.949930569157,9.4782475699205,13.5878720491892,5.83849791707471,2.30125173577107,65.9037552073132,1670.50625867886,651.673713548807,2.60250347154215,32.9589986113831,27.8945201349445,41,-12.6351321166614,7.74937413211446
5.96975547447801,8.37121943430975,12.0939510948956,4.9969755474478,3,66.2575611313805,1560.12097810209,785.030244525522,4,30.5969755474478,29.5076093978249,34.2575611313805,-12.7575611313805,7.02273166058585
6.84036884922534,8.48004610615317,12.2680737698451,5.08403688492253,3,66.0399077876937,1556.6385246031,784.159631150775,4,30.6840368849225,30.0082120883046,34.0399077876937,-12.5399077876937,7.0880276636919
12.5634612427093,8.12474079881795,11.8326421301812,4.65841973372735,2.58419733727351,66.5841973372735,1571.16839467455,784.257776035462,3.58419733727351,30.8405434615444,22.3388094300099,35.4158026627265,-13.6247407988179,7.17422239645384
375.216862299014,7.86465862127952,12.4120482723229,3.72329310639761,2,67,1592.33734502224,692.112448340748,2,32.2301206808072,41.5594024185945,36.3534137872048,-17.2594379233662,8.65341378720477
386.451712087262,7.9,12.3274143956369,3.77258560436312,1.57528534787707,66.5752853478771,1593.80684834905,693.451712087262,2,32.422014908609,42.4474642224027,36,-16.9698858608492,8.68224318691064
412.130450977013,7.51449248371646,12.2,3.32173872557469,2,65.0724624185823,1655.07974590757,681.543468139367,2,31.4108693627873,23.9086057617728,36,-17.2818843953544,8.9746381534962
45.4072181782685,8.30180454456713,13.7371127286926,4.83711272869259,5.01367598638377,71.1333827902498,1505.64267850893,566.167518197792,2.13776614612981,33.9963909108657,42.9619696542233,26.2216545348056,-15.885052724788,8.9
46.7530994238332,8.6382748559583,13.1987602304667,4.29876023046672,2.46715647257285,68.4857124847287,1525.37933076886,560.111052592751,2.86634325404364,33.3234502880834,29.8967935621914,30.2592982714996,-16.8271695966832,8.9
55.8877928324509,8.36750450511463,12.3924594539683,4.74874324232806,3.45236437814551,68.6392641041306,1488.22123517024,560.462297269842,2.82408943016456,31.8549369283952,31.5757831292514,29.1876126278657,-15.0974864846561,7.64371621164028
25.482450958807,8.74356535156257,12.242395415483,5.54590522372164,2.49415031960234,66.5058496803977,1560.05849680398,707.707515980117,3,29.8459052237216,20.6023636031756,35.9766012784094,-11.2140392329544,6.6964901917614
34.9568089731038,8.46087640412152,12.2782786507159,5.1478247191757,2.52175280824304,67.521752808243,1551.43442698568,668.912674177438,3,30.9609078630805,20.7778908904081,33.478247191757,-12.9739280890673,7.13045393154025
28.6164680463262,8.30991590586491,11.8857813552488,5.17801681882702,2.21983181172982,67.2198318117298,1559.28437289502,677.064541083295,3,30.1155290728435,16.1553891443446,33.7801681882702,-12.6418149929028,6.70776453642175
8.4773372025229,8.59546744050458,11.4159112400841,5.95911240084097,4,67,1638.000945637,730.090651189908,4.15911240084097,28.3704910814296,18.159490655642,33,-9.12497635907494,5.44088759915903
33.3397057298571,8.44842524954583,12.8031495009083,4.8452757486375,2.13835785584524,70.7232842883095,1656.38357855845,711.622610351304,3.13835785584524,32.7786274306476,30.9657672291706,33.9308210720774,-13.5056801108411,7.95095585947856
9.01372505817562,8.70274501163513,11.4337908352725,6.13790835272521,4,67,1645.86796751991,727.945099767298,4.33790835272521,28.6744441996329,21.4850953606889,33,-8.92830081200227,5.26209164727479
7.49143103417009,9.20245715517085,12.3147429310251,6.19262853448745,3,67.950856896583,1547.19657241367,735.926285344874,3.9754284482915,30.882799913804,31.4287425000453,33.1228577585425,-10.1950856896583,6.12211439653765
24.0005344878882,9.28500267243944,12.8100160346366,5.94499198268168,3,66.2999465512112,1553.80021379516,733.449919826817,3.14997327560559,30.3049812929239,29.0349224992562,37.2501336219721,-10.0299946551211,6.86502405195497
3.85640153801069,8.83324684610125,12.3,5.41410038450267,2.47606692300178,66.9521338460036,1528.66234230506,725.521338460036,3.47606692300178,30.7428200769005,25.9404202868979,33.5239330769982,-11.8765858463943,6.88589961549733
81.1666723126546,9.49242490967736,14.4136365176179,5.8272730352357,2,64.757576784119,966.96091695384,544.95455623325,3,34.6833327687345,21.7202609188664,32.1363651761785,-13.3257559846155,8.58636348238215
99.5013247388415,9,14.2171730377711,5.50336854406632,2,64.1380449370481,1009.02327546937,545.696831034031,2.86195506295189,34.9067370881327,19.1221743814287,31.5521797481924,-14.5414134811144,8.74141348111443
74.4547416879795,8.98502789228223,14.1502789228223,5.45027892282233,2.26308614461887,66.0891456165465,1017.20304518796,536.850278922822,2.87819717553701,34.9802231382579,18.9297429259875,33.5982595157607,-14.1855857379269,8.7
150.944499156903,9.17000984824262,13.9322298819665,5.15666994941421,2.8111001686193,64.1888998313807,1698.49950758787,591.256091737654,3,34.0433300505858,30.0691263877891,36.6777011803351,-15.5088604384102,8.77555993255228
118.429235775024,9.0338503209874,13.0564172016457,5.11128344032913,2,65,1644.27906842123,671.420318353921,3,31.9714617887512,10.2293953978554,35.8119426611811,-14.9398216515779,7.94513376131654
135.414424406365,9.43613110436127,13.7268851739354,5.24537703478709,2,65,1652.50950527338,652.647215129808,3,32.8207212203182,23.3708298963052,33.5770494202152,-14.2246558144689,8.48150813914835
65.9539856389165,10.115165258199,13.5550874896348,6.1101749792695,2.95009721070528,67.9001944214106,1364.94426456839,678,3,32.9550874896347,29.7180660650899,38.650680474937,-13.1998055785894,7.44491251036525
64.491264837794,10.2152553702705,13.6762768513523,6.2762768513523,2.84744629729539,67.8474462972954,1366.88171848655,681.356181459501,3,33.0610214810818,29.9803064084902,38.3897851891816,-12.7643818540499,7.4
63.7313160982449,10.1007282813545,13.5702184844064,6.10072828135453,2.90072828135453,67.8014565627091,1359.51820703386,679.0919889051,3,32.9801456562709,29.898439311749,38.5036414067727,-13.1496358593227,7.47941737491638
326.818565124646,8.3,12.6878809173591,4.38282544352114,2.70706360880286,68.4141272176057,1637.56579143275,614.05055473838,2.70706360880286,32.9464681955986,29.1969526611269,39.3635724792257,-16.394944526162,8.405055473838
347.395010786597,8.3,12.80219450437,4.23040732750669,2.32601831876673,67.6520366375335,1644.80565194343,616.717871768633,2.32601831876673,33.1369908406166,28.2824439650401,35.9341648689006,-16.1282128231367,8.67178717686329
315.775650929892,8.87910998906009,13.2860733260401,4.1,2,67,1705.05026564561,626.721466520801,2.96518331510015,33.7825916575501,26.2452616903698,35.8955499453004,-16.4791099890601,9.18955499453004
561.560080334544,7.9791128963232,12.248891120404,3.9,2,66.8844756856561,1656.68850953132,747.550807625055,2.30221775919199,31.6604435518384,28.3698904332756,37.302217759192,-15.5697782240808,8.31866934448481
566.084068465047,7.41305134878494,11.7130513487849,3.44203423252329,2,69,1613.59730083589,722.87830809271,2.45796576747671,31.2794239627663,25.4654904559255,36.5420342325233,-16.8823041489348,8.27101711626165
526.659145428101,6.94740415508859,11.000419331179,3.40603035218082,2,69,1663.93130985461,729.469848239096,2.82328274636529,31.0237020775443,8.77194694940593,37,-16.2586261970922,7.59438897899818
106.170761066256,9.91244207459968,14.4377896270016,5.41197867139708,2,70.8802132860292,1611.75115850801,783.649907922139,2.12442074599676,33.5880213286029,29.6955274292515,40.1290547780227,-13.1645273890113,8.93825303020421
59.9041831823997,8.8915358774364,13.113361831475,4.60668091573752,2,68.2182595403865,1591.83071754873,778.915358774364,2,31.9982167931739,42.1986087884051,37.2182595403865,-14.5454351149034,8.40668091573752
99.1071918588132,10.0407734011766,14.5,5.51116010176484,2,69.1845319764689,1543.72490042937,794.630936047062,2.70386700588278,33.4888398982352,26.3,37.4806649705861,-13.3888398982352,9.02961329941172
45.9404352274723,9.1,13.6019854924176,4.90496373104397,2.99007253791206,65.9801450758241,1713.63268390275,521.920580303296,3,34.004963731044,27.8771668371977,31.9900725379121,-15.3841160606593,8.69702176137362
37.0187747627497,9.54718378558755,13.5764081072062,5.69812252372503,2.74530630931258,65.4906126186252,1654.64081072062,540.08572082594,3,34.0528162144125,26.9415513567626,34.7265315465629,-14.2471837855876,7.87828558348119
46.1144943688996,8.79427528155502,13.4069253619993,4.9195754424436,2,65.7469983911142,1684.86149276001,521.424743162235,3,33.8448756033322,26.9975987128913,33.6204975866713,-14.8045240748907,8.44367495977786
515,8,12.6573451417498,3.81469028349966,2,65,1656.07610322256,924.265485825017,2,31.7146902834997,36.8125184580306,47.1469028349966,-17.2293805669993,8.84265485825017
519.103899332695,7.67168805338442,12.3716880533844,3.32545409342274,2,68.2831194661558,1593.5739878742,918.358440266922,2,31.3896100667305,34.6026036298048,45.5376604003832,-18.6311697998084,9.04623395996168
515,8,12.6949621085776,3.8899242171552,2,65,1643.66250416939,920.50378914224,2,31.7899242171552,44.3085983014351,47.899242171552,-17.3798484343104,8.8050378914224
40.2438111635856,8.23756188836414,12.2,4.37512377672829,2.79187296121381,66.4162540775724,1621.37561888364,610.543110728497,3,31.4624381116359,29.0208127038786,32,-15.9619430047227,7.82487622327171
48.6139449998736,9.53860550001264,13.3539541250095,5.72709403126501,2.9616284375079,66.0767431249842,1649.77211000025,579.036032187287,3,33.6232568750158,27.5613944999874,35.8465137500316,-13.8688348749653,7.62686009374447
60.6953975625802,8.26436819499358,12.2,4.56092048748396,2.66092048748396,67.339079512516,1600.49422635045,605.660920487484,3.66092048748396,31.6339079512516,30.6862091699615,33.3218409749679,-15.0597657575738,7.63907951251604
76.0281821098179,8.61409105490893,12.9140910549089,4.52254568785429,2,69,1506.80272523127,772.648188525811,2.97181789018214,32.4084546329454,26.8401031141847,35.0281821098179,-14.6520904133096,8.39154536705464
64.163244178053,9.1072895352263,13.2381930234842,5.26093430283945,2,66.4635523238685,1500.23613953032,744.944558121264,3,32.1463552323869,26.8618069765158,33.309034882579,-12.9244866267079,7.97725872064475
54.3539531382266,9.19713232722133,12.676075377292,5.843547736248,2.74641540902667,68.2535845909733,1501.02867672779,757.071691819467,3.74641540902667,31.5789430500707,31.67849245416,32.76075377292,-11.788979904796,6.832527641044
381.558945332654,6.97205273336731,11.2236685533775,2.92043691335712,2,73.6235781330615,1375.20126778428,836.719623130513,3,31.1236685533775,16.4728076439469,44.8279472666327,-18.6,8.56882109334692
337.450130749727,7.9385179961333,12.5403478771215,3.46971646831371,1.33028353168629,72.9908505950589,1388.74291170784,814.83531071106,2.33028353168629,31.8376030556392,29.6239928459512,38.9725517851766,-16.6578222418902,9.16971646831371
318.944863763405,8.38160185355227,13.1398142724531,3.73035403150134,1.06964596849866,72.208937905496,1395.25885078753,800.760882298928,2.06964596849866,32.2024956441019,34.3569474997378,36.626813716488,-15.9019733086461,9.43035403150134
431.411303469911,7.39136911202222,12.0192858688533,3.01827382240444,2,67.8604162158445,1448.2892880328,728.893450191244,2.40863088797778,31.0741073360667,31.7814734861617,37.3654764480889,-17.3086308879778,9.00101204644889
516.43894483475,6.71934535661712,10.9226185735315,2.73869071323425,2,71.5967267830856,1399.17414803291,755.049098253716,2.59672678308561,30.1872010772117,36.5779704544722,36.6130928676575,-18.5049098253716,8.18392786029726
496.369412217755,6.7743303774856,10.7026784900576,2.84866075497121,2,71.871651887428,1418.14398023253,750.92522168858,2.87165188742802,29.5823658476584,30.3892084198666,35.5133924502879,-18.092522168858,7.85401773508638
174.890103993006,9.88901039930061,14.5835155989509,5.39633679976687,1.98168399883434,62.9816839988343,4.12157709947561,735.377255960368,2,32.8981683998834,42.8206787794304,33.0366320023313,-12.742126802681,9.09084199941717
163.309160554083,9.62081577442586,14.2684687321307,5.20806084491778,2,64.046940845903,30.1477688799739,731.288766193436,2.17449014098383,32.7429588731145,39.3265755692832,33.5234704229515,-13.153674366558,8.97785690131131
134.890519118169,8.94216165058315,13.4625669600675,4.74148613477591,2,66.5918938103132,103.432380977868,719.836477853591,2.59864896838553,32.361215928453,29.0847956947716,34.7959469051566,-14.2564873178024,8.68094572213013
84.9094576346688,9.45859604540747,13.8020344635705,5.44343841816299,1.28280790918507,70.3031525448896,1159.69202044997,740.070197729627,2.28280790918507,32.6717192090815,19.0646667270803,34.2828079091851,-12.9282807909185,8.28687683632597
